github_id,target_role,total_repos,top_languages,topics
JohnMwendwa,"Web Frontend (Lv3. 확신 / 146점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6점)",100,"{'CSS': 25, 'JavaScript': 25, 'HTML': 23}","['qr-code', 'javascript', 'usecontext', 'css-grid', 'nextjs13', 'good-first-issue', 'authentication', 'nextjs', 'tailwind-css', 'framer-motion']"
acehood0126,Web Frontend (Lv2. 강한 의심 / 31점),30,"{'JavaScript': 13, 'TypeScript': 8, 'HTML': 4}","['tailwindcss', 'react']"
sandipanrakshit34,"ML/AI Engineer (Lv2. 강한 의심 / 31.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 26점)",48,"{'Jupyter Notebook': 22, 'JavaScript': 9, 'HTML': 6}","['quickdraw', 'javascript', 'readme', 'artificial-neural-networks', 'display', 'mern-stack', 'galaxy-brain', 'github', 'jpa-hibernate', 'badge']"
CodexploreRepo,"ML/AI Engineer (Lv1. 의심 / 12.0점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10.0점)",58,"{'Jupyter Notebook': 25, 'Python': 18, 'Go': 1}","['computer-vision', 'pytorch', 'text-summarization', 'nlp-deep-learning', 'deep-learning', 'cnn-dailymail']"
webdevcody,Web Frontend (Lv3. 확신 / 84점),100,"{'TypeScript': 77, 'JavaScript': 5, 'Go': 3}",['hacktoberfest']
muratcankoylan,"Web Backend (Lv1. 의심 / 7.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.5점)",100,"{'Python': 15, 'Jupyter Notebook': 4, 'JavaScript': 1}","['redis', 'benchmark', 'langgraph', 'agi', 'minimax-m2', 'llm', 'm2', 'moonshot', 'agentic-workflow', 'google-maps']"
corasphinx,Web Frontend (Lv1. 의심 / 11점),47,"{'JavaScript': 8, 'TypeScript': 3, 'SCSS': 2}",[]
flutterboy20,"Mobile App (Lv2. 강한 의심 / 19점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 7점)",34,"{'Dart': 19, 'C++': 7, 'HTML': 5}","['config', 'github-config']"
elianiva,"Web Frontend (Lv2. 강한 의심 / 52점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10.5점)",95,"{'TypeScript': 30, 'JavaScript': 13, 'PHP': 7}","['colorscheme', 'nvim-telescope', 'svelte', 'desktop-app', 'brainly', 'cloudflare-workers', 'api', 'cloudflare-workers-kv', 'android', 'website']"
arekkusu66,X (추론 안됨),13,"{'Go': 3, 'TypeScript': 3, 'templ': 1}",[]
errormakesclever,Web Frontend (Lv2. 강한 의심 / 33점),47,"{'HTML': 19, 'JavaScript': 14}",[]
rasuljangirli,Web Frontend (Lv2. 강한 의심 / 25점),11,"{'JavaScript': 5, 'HTML': 3, 'TypeScript': 2}","['javascript', 'beginner', 'pratice', 'html-css-javascript', 'redux-toolkit', 'json-server', 'html5', 'grid', 'es6-javascript', 'reactcontext']"
Gaini-Laxman,"Web Backend (Lv2. 강한 의심 / 55.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 31점)",100,"{'Java': 55, 'JavaScript': 15, 'TypeScript': 9}",[]
Shahzaib-D-Memon,Web Frontend (Lv2. 강한 의심 / 23점),34,"{'HTML': 10, 'JavaScript': 7, 'CSS': 6}",[]
whitenight-eco,Web Frontend (Lv1. 의심 / 9점),33,"{'TypeScript': 5, 'Rust': 4, 'JavaScript': 4}",[]
nonunicorn,X (추론 안됨),14,"{'C': 3, 'Lua': 1, 'PHP': 1}",[]
AmirPeyravan,"Web Backend (Lv1. 의심 / 13.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 8점)",87,"{'PHP': 10, 'Blade': 3, 'HTML': 2}","['bootstrap', 'objective-c-plus-plus', 'javascript', 'csharp', 'api', 'laravel', 'assembly', 'python', 'cplusplus', 'pytohn']"
srbhr,"Web Frontend (Lv2. 강한 의심 / 20점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 11.0점)",100,"{'TypeScript': 10, 'Python': 10, 'JavaScript': 3}","['javascript', 'vector-database', 'browserbase', 'function-ca', 'ai', 'python', 'data-visualization', 'vector-search', 'nextjs', 'text-similarity']"
joelkanyi,Mobile App (Lv2. 강한 의심 / 57점),34,"{'Kotlin': 27, 'Java': 4}","['e-sign', 'hilt', 'material3', 'coroutines', 'clicks', 'recyclerview', 'signature-pad', 'desktop', 'android', 'digital-signature']"
mbitujames,Web Frontend (Lv2. 강한 의심 / 17점),31,"{'HTML': 10, 'Python': 5, 'JavaScript': 4}","['sql', 'css', 'js', 'html5', 'php8']"
Yohaan-dev,Web Frontend (Lv2. 강한 의심 / 39점),41,"{'JavaScript': 18, 'HTML': 17, 'CSS': 4}","['config', 'github-config']"
JustFS,Web Frontend (Lv3. 확신 / 81점),100,"{'JavaScript': 36, 'HTML': 25, 'CSS': 19}",[]
alexmasnada,Web Frontend (Lv2. 강한 의심 / 21점),32,"{'JavaScript': 15, 'TypeScript': 5, 'Python': 5}",[]
Netcode-Hub,"Web Frontend (Lv2. 강한 의심 / 49점)
 🕵️ 부캐 스캔: Game Dev (Lv2. 강한 의심 / 49점)",100,"{'C#': 49, 'CSS': 28, 'HTML': 21}","['mobile-apps', 'facebook', 'github-config', 'camera', 'maui', 'blazor-application', 'youtube', 'blazor', 'android-apps', 'config']"
MehmetBozkir,"Web Frontend (Lv3. 확신 / 346점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 33점)",67,"{'JavaScript': 32, 'HTML': 15, 'CSS': 5}","['github-config', 'javascript', 'reactnativeandroid', 'create-react-app', 'dark-theme', 'shadcn-ui', 'linkedin', 'light-dark-mode-button', 'vitejs', 'react-daisyui']"
jlsjefferson,Web Frontend (Lv1. 의심 / 6점),21,{'JavaScript': 6},[]
afsalat,"Web Frontend (Lv1. 의심 / 14점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 9.5점)",23,"{'Python': 5, 'HTML': 4, 'JavaScript': 3}","['real-time', 'traversal', 'protfolio-website', 'chat-application', 'flask', 'asp-net-mvc', 'personal-website', 'django-project', 'reactjs-project', 'python-django-framework']"
CelaFlori,Web Frontend (Lv2. 강한 의심 / 46점),100,"{'JavaScript': 8, 'CSS': 1, 'TypeScript': 1}","['mui-material', 'profile-readme', 'software-engineer', 'javascript', 'nextjs', 'tailwind-css', 'vite', 'typescript', 'react']"
xtekky,"Web Backend (Lv3. 확신 / 136.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 30.5점)",75,"{'Python': 61, 'HTML': 3, 'JavaScript': 2}","['github-config', 'captcha', 'undetected', 'javascript', 'undetectable', 'sms-spam', 'obfuscated', 'chatgpt-4', 'bots', 'google-login']"
dsmentors,X (추론 안됨),14,{'Jupyter Notebook': 12},[]
pgsohail,Web Frontend (Lv1. 의심 / 6점),47,"{'Java': 4, 'HTML': 3, 'JavaScript': 2}","['pyhton', 'java', 'kotlin', 'web']"
hackingthemarkets,"Web Backend (Lv2. 강한 의심 / 24.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 24.0점)",84,"{'Python': 48, 'HTML': 4, 'JavaScript': 3}",[]
Taiga74164,"Systems/Embedded (Lv2. 강한 의심 / 16점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 9점)",41,"{'C++': 12, 'C#': 9, 'TypeScript': 3}","['lethal-company-mod', 'modding', 'gamehacking', 'unity', 'csharp', 'rust', 'unity-hacking', 'seo-optimization', 'global-game-jam-2024', 'cybersecurity']"
SukeshRondla,X (추론 안됨),22,"{'Python': 3, 'Swift': 2, 'Go': 2}",[]
choidavid4,Web Frontend (Lv1. 의심 / 11점),16,"{'JavaScript': 7, 'CSS': 2, 'HTML': 2}","['config', 'github-config']"
Py-Ec,"Web Frontend (Lv2. 강한 의심 / 51점)
 🕵️ 부캐 스캔: Mobile App (Lv2. 강한 의심 / 17점)",100,"{'TypeScript': 13, 'JavaScript': 9, 'Rust': 4}","['javascript', 'nft', 'contracts', 'android', 'cpp', 'sdsl', 'coin', 'tailwindcss', 'stxxl', 'jwt-authentication']"
rizwansammo,X (추론 안됨),32,"{'Python': 8, 'Jupyter Notebook': 3, 'C': 3}","['config', 'github-config']"
blue0316,"Web Frontend (Lv2. 강한 의심 / 34점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",100,"{'JavaScript': 17, 'TypeScript': 13, 'Python': 5}","['config', 'github-config']"
sunaynatalreja,X (추론 안됨),20,"{'Jupyter Notebook': 10, 'Python': 5, 'Java': 2}","['config', 'github-config']"
AmanPathak-DevOps,"DevOps/SRE (Lv2. 강한 의심 / 24점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 15점)",51,"{'JavaScript': 8, 'HCL': 8, 'Java': 6}","['terraform', 'ansible-role', 'packer-templates', 'github', 'eks', 'prometheus', 'java-8', 'argocd', 'monitoring', 'ansible-project']"
JoyShaheb,Web Frontend (Lv2. 강한 의심 / 25점),31,"{'TypeScript': 12, 'JavaScript': 8, 'HTML': 5}","['nextjs13-typescript', 'hacktoberfest-accepted', 'hacktoberfest', 'typescript', 'space-x-api', 'hacktoberfest2023', 'nextjs13']"
AbdulrhmanBashammmakh,"Web Backend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 6점)",44,"{'Java': 6, 'C#': 6, 'Dart': 4}","['github-config', 'javascript', 'ajax', 'fllutter', 'blazor', 'bootstrap5', 'apex', 'oracle', 'javascipt', 'pharmacy']"
linbudu599,"Web Frontend (Lv2. 강한 의심 / 62점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 9점)",100,"{'TypeScript': 43, 'JavaScript': 18, 'Dart': 3}","['graphql', 'typeorm', 'typestack', 'graphql-flutter', 'typegraphql', 'starter-template', 'apollo-server', 'flutter']"
Linfeng-Tang,"Web Backend (Lv1. 의심 / 8.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 8.0점)",35,"{'Python': 16, 'MATLAB': 3, 'HTML': 1}",[]
brajesh708,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 12.0점)",45,"{'Python': 24, 'HTML': 5, 'CSS': 5}","['functions', 'education', 'oprators', 'github', 'expriment', 'strings', 'variables', 'knowledge', 'reducer', 'opps']"
saumya1singh,"Web Frontend (Lv2. 강한 의심 / 23점)
 🕵️ 부캐 스캔: Mobile App (Lv2. 강한 의심 / 18점)",100,"{'Kotlin': 18, 'HTML': 16, 'Java': 9}",[]
judygab,Web Frontend (Lv2. 강한 의심 / 43점),64,"{'JavaScript': 29, 'TypeScript': 12, 'Jupyter Notebook': 3}",[]
whoeevee,X (추론 안됨),12,"{'Swift': 5, 'C#': 2, 'C': 1}",[]
Hstkj23,"Web Frontend (Lv2. 강한 의심 / 22점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 15.0점)",56,"{'Python': 22, 'JavaScript': 15, 'TypeScript': 7}",[]
cucer-castellano,"Mobile App (Lv3. 확신 / 84점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 13.5점)",100,"{'Kotlin': 18, 'Java': 4, 'Python': 1}","['trading', 'math', 'android', 'time-management', 'sql', 'cpp', 'oop', 'mvp', 'repository-pattern', 'viewmodel']"
VoDaiLocz,"Web Backend (Lv2. 강한 의심 / 18.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 9점)",28,"{'Java': 6, 'Python': 6, 'TypeScript': 3}","['hardcore', 'ai-skills', 'cursor-ai', 'learning', 'webgl', 'android', 'vscode', 'auto-accept', 'cfa', 'envi']"
haxi0,Mobile App (Lv1. 의심 / 10점),36,"{'Swift': 10, 'Objective-C': 7, 'Shell': 4}",[]
AtaurRehman10,Web Frontend (Lv2. 강한 의심 / 20점),24,"{'JavaScript': 12, 'CSS': 4, 'HTML': 3}",[]
muzahid120,"Web Backend (Lv1. 의심 / 5.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 5.5점)",32,"{'Python': 11, 'Jupyter Notebook': 11, 'HTML': 4}","['config', 'github-config']"
lidarbtc,"Systems/Embedded (Lv2. 강한 의심 / 20점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 13점)",53,"{'Rust': 18, 'TypeScript': 5, 'HTML': 5}","['network', 'cryptocurrency', 'cdn', 'rust', 'aweome', 'minecraft', 'ip-grabber', 'ddos-protection', 'riir', 'awesome-list']"
Toltecon,Web Frontend (Lv1. 의심 / 8점),19,"{'JavaScript': 4, 'HTML': 4, 'Solidity': 3}","['config', 'github-config']"
ahmet-cetinkaya,"Web Frontend (Lv2. 강한 의심 / 30점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 23점)",55,"{'C#': 13, 'TypeScript': 10, 'JavaScript': 8}","['bootstrap', 'twitter', 'educational', 'javascript', 'framework', 'package', 'three-js', 'dependency-analysis', 'readme-profile', 'ai-agents']"
joaostack,"Game Dev (Lv2. 강한 의심 / 22점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 20.5점)",59,"{'C#': 22, 'Python': 3, 'Lua': 2}","['game-haking', 'download', 'computer-networks', 'android', 'malware-research', 'prediction', 'arpspoof', 'instagram-automation', 'retrowave', 'colorschemes']"
Saba-abiri,X (추론 안됨),13,"{'MATLAB': 3, 'C': 2, 'Perl': 1}",[]
ski043,Web Frontend (Lv3. 확신 / 130점),89,"{'TypeScript': 72, 'JavaScript': 7, 'MDX': 1}","['tutorial', 'redis', 'stripe', 'next-auth', 'shadcn-ui', 'supabase', 'neondb', 'netflix', 'recharts', 'kinde-auth']"
FeiGeChuanShu,Systems/Embedded (Lv2. 강한 의심 / 36점),80,"{'C++': 34, 'C': 2, 'Python': 2}",[]
sasansafari,Mobile App (Lv1. 의심 / 12점),15,"{'Dart': 5, 'C++': 5, 'PHP': 1}","['github-config', 'mvc', 'config', 'fluttergen', 'flutter', 'getx']"
S12cybersecurity,"Systems/Embedded (Lv2. 강한 의심 / 59점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10.0점)",96,"{'C++': 57, 'Python': 20, 'Shell': 9}",[]
whitep4nth3r,Web Frontend (Lv3. 확신 / 78점),100,"{'JavaScript': 45, 'HTML': 13, 'Astro': 12}","['guitar-tablature', 'javascript', 'netlify', '90s', 'html-css-javascript', 'svelte', 'edge-functions', 'music-theory', 'opengraph', 'geolocation']"
SnippetCoders,Mobile App (Lv3. 확신 / 136점),30,"{'Dart': 25, 'C++': 1, 'JavaScript': 1}","['flutter-dynamic-form-fields', 'flutter-basics', 'upload', 'dependent-dropdown', 'request', 'flutter-nodejs-jwt', 'flutter-plugin', 'snippetcoder', 'parent-child-dropdown', 'node-jwt']"
Ashwin-op,"Web Frontend (Lv2. 강한 의심 / 45점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 24.5점)",64,"{'Python': 17, 'TypeScript': 11, 'C': 11}","['react-redux', 'postcss', 'matrix-multiplication', 'bplustree', 'file-analyzer', 'cpp', 'command-line', 'pywin32', 'spider', 'circuit-paths']"
YashGajjar7017,Web Frontend (Lv2. 강한 의심 / 27점),100,"{'HTML': 10, 'Batchfile': 9, 'JavaScript': 8}",['bookstore']
SuboptimalEng,Web Frontend (Lv2. 강한 의심 / 61점),19,"{'JavaScript': 5, 'TypeScript': 4, 'C#': 3}","['twitter', 'electronjs', 'raymarching', 'javascript', 'photography', 'dark-theme', 'desktop-app', 'three-js', 'electron-builder', 'webgl']"
Viktotovich,Web Frontend (Lv2. 강한 의심 / 63점),76,"{'JavaScript': 44, 'HTML': 10, 'TypeScript': 9}",[]
lucast1574,"Web Frontend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",32,"{'Python': 9, 'TypeScript': 7, 'Dart': 2}","['config', 'github-config']"
MohamedKhattat,Game Dev (Lv1. 의심 / 6점),66,"{'C#': 6, 'Python': 3, 'SCSS': 2}","['uiux', 'modern-ui', 'toolkit', 'data-simulation', 'ftp', 'archiving', 'caisse-enregistreuse-fiscale', 'wpf-application', 'csharp', 'fiscalisation']"
smaranjitghose,"ML/AI Engineer (Lv2. 강한 의심 / 41.5점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 26.5점)",100,"{'Python': 35, 'Jupyter Notebook': 9, 'JavaScript': 7}","['sci20', 'javascript', 'nwoc', 'typer-cli', 'pytorch', 'document-scanner', 'gssoc21', 'ai-agents', 'typer', 'llama3']"
timewn1,Web Frontend (Lv2. 강한 의심 / 28점),51,"{'TypeScript': 13, 'JavaScript': 11, 'Solidity': 5}",[]
raexera,"Web Frontend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",23,"{'Go': 4, 'Nix': 4, 'Python': 3}","['desktop-environment', 'hyprland', 'wayland', 'awesomewm', 'arch-linux', 'picom', 'linux', 'ricing', 'nix-dotfiles', 'windowmanager']"
duyu09,"Web Backend (Lv2. 강한 의심 / 21.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 18점)",49,"{'Python': 10, 'Java': 7, 'VBA': 6}","['github-config', 'bootstrap', 'ai-medical', 'distributed-systems', 'pytorch', 'highlight', 'rabbitmq', 'pyautogui', 'bearing-fault-detection', 'chatglm-6b']"
prabhashj07,ML/AI Engineer (Lv1. 의심 / 10.5점),47,"{'Jupyter Notebook': 5, 'Python': 3, 'JavaScript': 2}","['github-config', 'tokenizer', 'nepali', 'image-segmentation', 'tensorflow', 'generative-ai', 'devops', 'cv', 'image-classification', 'text-processing']"
cifertech,Systems/Embedded (Lv2. 강한 의심 / 36점),40,"{'C++': 33, 'C': 3, 'HTML': 1}","['ble-spoof', 'voice-recognition', 'neopixel', 'open-source', 'sour-apple', 'wearable-devices', 'nrf-scanner', 'nrf24l01', 'tft-display', 'bluetooth']"
subinps,"Web Backend (Lv1. 의심 / 13.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 13.5점)",56,"{'Python': 27, 'JavaScript': 4, 'Kotlin': 1}","['telegram', 'hacktoberfest2021', 'hacktoberfest-accepted', 'instagram-bot', 'hacktoberfest', 'telegram-bot', 'whatsapp', 'videoplayer', 'bridge', 'bot']"
amilamen,Web Frontend (Lv2. 강한 의심 / 31점),92,"{'TypeScript': 20, 'JavaScript': 5, 'HTML': 4}",[]
fancy517,Web Frontend (Lv1. 의심 / 13점),36,"{'JavaScript': 11, 'Ruby': 7, 'Python': 4}",[]
mrHeinrichh,"Web Frontend (Lv2. 강한 의심 / 29점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 6점)",72,"{'JavaScript': 17, 'PHP': 7, 'C++': 6}",[]
AKING110,"Web Backend (Lv1. 의심 / 6.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 6.0점)",20,"{'Python': 12, 'HTML': 2}","['config', 'github-config']"
developersdigest,Web Frontend (Lv2. 강한 의심 / 56점),82,"{'TypeScript': 31, 'JavaScript': 22, 'MDX': 2}","['serper', 'alpha-vantage', 'llama3', 'whisper', 'nextjs', 'functionchain', 'pusher', 'websockets', 'natural-language', 'langsmith']"
parthnagarkar875,"ML/AI Engineer (Lv1. 의심 / 14.5점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",41,"{'Python': 17, 'Jupyter Notebook': 6, 'HTML': 4}","['twitter', 'linkedin', 'selenium', 'python-3', 'flask-application', 'biometrics', 'flask', 'matlab-gui', 'marketing-tools', 'matlab']"
hareesh-r,"Web Frontend (Lv2. 강한 의심 / 45점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 17.0점)",69,"{'JavaScript': 30, 'Python': 6, 'Java': 5}","['javascript', 'google-custom-search-api', 'win32com', 'jiofi-battery-notifier', 'darkmode', 'google', 'spotify-api', 'spotify-web-api', 'spotify', 'react']"
CursedPrograms,"Web Frontend (Lv2. 강한 의심 / 30점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 30.0점)",100,"{'Python': 24, 'HTML': 23, 'C#': 14}","['mecanumwheels', 'aruco-marker-detection', 'deep-face-api', 'talking', 'speechtotext', 'deep-face', 'artoolkit5', 'javascript', 'three-js', 'readme-profile']"
chriskthomas,X (추론 안됨),16,"{'CSS': 3, 'TeX': 1, 'Shell': 1}","['imgbot', 'static-site-generator', 'github-pages', 'github', 'latex', 'webapp', 'npm-package', 'github-actions', 'wordpress', 'jsdelivr']"
UjuiUjuMandan,"Mobile App (Lv2. 강한 의심 / 21점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",90,"{'Kotlin': 10, 'Dart': 7, 'JavaScript': 4}","['kotlin', 'e-hentai', 'gfw', 'censorship-circumvention', 'datavisualization', 'ehviewer', 'copyright', 'pcap', 'jetpack-compose', 'kakao']"
CandleLearner-M,Web Frontend (Lv2. 강한 의심 / 24점),30,"{'TypeScript': 14, 'JavaScript': 4, 'CSS': 3}",[]
m-bwela,Web Frontend (Lv2. 강한 의심 / 37점),51,"{'JavaScript': 24, 'HTML': 9, 'EJS': 5}",[]
MMVonnSeek,"Web Backend (Lv2. 강한 의심 / 25.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 25.5점)",100,"{'Python': 51, 'C++': 11, 'Jupyter Notebook': 4}","['config', 'github-config']"
patex-ecosystem,Web Frontend (Lv1. 의심 / 6점),11,"{'TypeScript': 4, 'Go': 3, 'JavaScript': 2}",[]
manulthanura,"Web Frontend (Lv2. 강한 의심 / 29점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 15.0점)",43,"{'Jupyter Notebook': 7, 'Python': 6, 'TypeScript': 5}","['github-config', 'javascript', 'gemini-api', 'review', 'prediction', 'wordpress-plugin', 'mcp', 'tailwindcss', 'generative-ai', 'rag-chatbot']"
Helpmecoder6655,Web Frontend (Lv1. 의심 / 15점),17,"{'CSS': 10, 'HTML': 4, 'Python': 1}",[]
infopradip,Web Frontend (Lv2. 강한 의심 / 43점),52,"{'HTML': 20, 'CSS': 16, 'JavaScript': 7}",[]
DaniyalAliIsrail,Web Frontend (Lv3. 확신 / 109점),86,"{'JavaScript': 41, 'HTML': 21, 'CSS': 9}","['tawilwindcss', 'react-redux', 'javascript', 'bcryptjs-for-password-encryption', 'redux-persist', 'nodemon', 'vscode', 'react-hooks', 'materialtailwindcss', 'tailwindcss']"
yukamanawa,"Web Frontend (Lv2. 강한 의심 / 37점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",57,"{'JavaScript': 28, 'Python': 11, 'PHP': 9}",[]
Zie619,Web Backend (Lv1. 의심 / 6.0점),20,"{'Python': 6, 'JavaScript': 3, 'Go': 3}",[]
FernandaOchoa,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 11.0점)",100,"{'Jupyter Notebook': 13, 'JavaScript': 10, 'Ruby': 7}","['opensource', 'threads-api', 'nlp', 'mining-opinion-features', 'notebooks', 'open-source', 'sentiment-analysis', 'cognitive-services', 'data-science', 'azure']"
ed-donner,X (추론 안됨),26,"{'Jupyter Notebook': 9, 'Python': 7, 'TypeScript': 4}",[]
alisher-kadraliev,Web Frontend (Lv2. 강한 의심 / 27점),43,"{'HTML': 15, 'TypeScript': 8, 'PHP': 7}",[]
Najiib008,Web Frontend (Lv1. 의심 / 14점),55,"{'HTML': 6, 'CSS': 5, 'C++': 4}",[]
BitMaker-hub,Systems/Embedded (Lv1. 의심 / 11점),36,"{'C': 8, 'C++': 3, 'TypeScript': 2}","['cpu-miner', 'opensource', 'open-source', 'bitcoin', 'cpuminer', 'mining']"
icyguider,X (추론 안됨),18,"{'Python': 7, 'Nim': 2, 'C': 1}",[]
realrobotteam,Web Frontend (Lv1. 의심 / 6점),22,"{'TypeScript': 6, 'Python': 4, 'Makefile': 1}",[]
codetechie-G,Web Frontend (Lv1. 의심 / 12점),27,"{'TypeScript': 7, 'JavaScript': 5, 'Python': 4}",[]
H-a-r-s-h-i-t-a-k,Systems/Embedded (Lv1. 의심 / 6점),23,"{'C++': 6, 'Dart': 3, 'Jupyter Notebook': 3}",[]
Devsgeeknerd,Systems/Embedded (Lv2. 강한 의심 / 20점),100,"{'C': 20, 'Dart': 5, 'Java': 3}","['profile-readme', 'cheatsheet', 'readme', 'git', 'tecnologia', 'linguagens-de-programacao', 'github', 'cheat', 'perfil', 'markdown']"
khalilhasan23,Web Frontend (Lv2. 강한 의심 / 17점),19,"{'HTML': 11, 'TypeScript': 2, 'Python': 1}","['bootstrap', 'javascript', 'icon', 'csharp', 'card', 'wow-js', 'python', 'nextjs', 'django', 'font-awesome']"
jfullstackdev,"Web Frontend (Lv2. 강한 의심 / 16점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8점)",30,"{'JavaScript': 4, 'PureBasic': 4, 'HTML': 3}","['twitter', 'educational', 'readme-stats', 'crypto-exchanges', 'github-pages', 'ai-agents', 'java-8', 'twitter-x', 'programming-concepts', 'codespaces-template']"
